index,prediction
15151,189.18 centimetre
15152,110.0 watt
15153,110.0 volt
15154,110.0 gram
15155,426.0 gram
15156,160.0 centimetre
15157,75.0 centimetre
15158,1.5 kilogram
15159,1.97 inch
15160,2.36 inch
15161,150 kilogram
15162,2.0 ounce
15163,37.0 gram
15164,660.0 pound
15165,12.0 volt
15166,15.5 centimetre
15167,6.5 centimetre
15168,15.5 centimetre
15169,100.0 centimetre
15170,60.0 centimetre
15171,100.0 centimetre
15172,56.0 inch
15173,5.0 volt
15174,10.0 centimetre
15175,36.0 volt
15176,274.0 centimetre
15177,5.0 volt
15178,238.0 gram
15179,14.0 inch
15180,4.3 milligram
15181,20.0 volt
15182,0.4 pound
15183,93.0 centimetre
15184,9.0 inch
15185,7.0 inch
15186,70.0 centimetre
15187,5.7 centimetre
15188,10.0 inch
15189,33.3 centimetre
15190,33.3 centimetre
15191,220.0 pound
15192,85.5 millimetre
15193,20.0 volt
15194,400.0 pound
15195,12.0 volt
15196,0.99 pound
15197,4.3 inch
15198,16.1 inch
15199,4.92 inch
15200,3.74 inch
15201,30.0 centimetre
15202,15.0 centimetre
15203,256.0 gram
15204,7.0 inch
15205,17.7 centimetre
15206,100 kilogram
15207,9.0 centimetre
15208,10.0 centimetre
15209,62.0 centimetre
15210,74.0 centimetre
15211,110.0 centimetre
15212,1000.0 gram
15213,1000.0 watt
15214,1000.0 volt
15215,10.9 centimetre
15216,14.4 centimetre
15217,10.9 centimetre
15218,265.0 ton
15219,12.0 volt
15220,12.0 volt
15221,9180.0 gram
15222,160.0 centimetre
15223,19.0 gram
15224,227.0 gram
15225,110.0 pound
15226,4.0 volt
15227,4.0 watt
15228,32.0 fluid ounce
15229,12.0 volt
15230,5.3 inch
15231,5.3 inch
15232,6.0 watt
15233,"[110.0, 110.0] volt"
15234,2.5 metre
15235,3.0 metre
15236,154.0 centimetre
15237,154.0 centimetre
15238,10.5 inch
15239,8.2 inch
15240,20.0 gram
15241,100.0 gram
15242,100.0 gram
15243,1.0 volt
15244,7.7 pound
15245,90.0 millimetre
15246,90.0 millimetre
15247,202.0 gram
15248,1875.0 gram
15249,120.0 volt
15250,1800.0 watt
15251,430.0 gram
15252,20.0 centimetre
15253,20.0 centimetre
15254,2.9 inch
15255,2.9 inch
15256,2.3 inch
15257,220.0 volt
15258,90.0 centimetre
15259,500.0 gram
15260,35.0 gram
15261,45.0 centimetre
15262,183.0 watt
15263,183.0 volt
15264,4.0 volt
15265,4.0 watt
15266,120.0 centimetre
15267,226.0 gram
15268,66.0 volt
15269,6.29 inch
15270,3.14 inch
15271,174.0 centimetre
15272,174.0 centimetre
15273,48.0 centimetre
15274,29.0 centimetre
15275,7.0 centimetre
15276,120.0 volt
15277,176.0 ton
15278,1.0 watt
15279,5.9 inch
15280,5.9 inch
15281,6.0 centimetre
15282,110 pound
15283,200.0 volt
15284,200.0 watt
15285,8.0 gram
15286,100.0 millimetre
15287,100.0 millimetre
15288,14.0 inch
15289,14.0 inch
15290,2.7 inch
15291,5.0 inch
15292,64.0 gram
15293,12.5 kilogram
15294,187.0 volt
15295,275.0 milliwatt
15296,35.0 pound
15297,18.0 centimetre
15298,18.0 centimetre
15299,18.0 centimetre
15300,40.0 inch
15301,8.3 centimetre
15302,24.0 inch
15303,17.72 inch
15304,50.0 millimetre
15305,75.0 millimetre
15306,44.0 millimetre
15307,91.4 centimetre
15308,13.0 inch
15309,2.28 inch
15310,2.28 inch
15311,19.8 centimetre
15312,36.0 millimetre
15313,21.0 volt
15314,3.4 inch
15315,10.24 inch
15316,9.8 inch
15317,1080.0 gram
15318,"[2.36, 2.36] pound"
15319,24.0 ounce
15320,44.0 inch
15321,5.0 ton
15322,60.0 pound
15323,330.0 pound
15324,2.1 volt
15325,250.0 centimetre
15326,11.0 centimetre
15327,11.0 centimetre
15328,14.8 centimetre
15329,2.8 centimetre
15330,14.8 centimetre
15331,15.0 centimetre
15332,0.0 gram
15333,350.0 milliwatt
15334,52.0 centimetre
15335,52.0 centimetre
15336,20.0 centimetre
15337,82.0 inch
15338,82.0 inch
15339,23.5 centimetre
15340,29.5 inch
15341,5.0 inch
15342,5.0 inch
15343,25 pound
15344,6.0 inch
15345,15.0 centimetre
15346,15.0 centimetre
15347,15.0 centimetre
15348,150 kilogram
15349,650.0 pound
15350,100.0 gram
15351,21.7 pound
15352,75.0 centimetre
15353,75.0 centimetre
15354,97.0 millimetre
15355,97.0 millimetre
15356,97.0 millimetre
15357,26.5 centimetre
15358,10.0 centimetre
15359,1000.0 watt
15360,473.0 millilitre
15361,450.0 volt
15362,450.0 watt
15363,220.0 pound
15364,9.0 centimetre
15365,160.0 centimetre
15366,160.0 centimetre
15367,160.0 centimetre
15368,15.5 watt
15369,500 pound
15370,5.6 kilogram
15371,230573.0 gram
