index,prediction
30301,12.0 volt
30302,10.0 foot
30303,10.0 foot
30304,50.0 centimetre
30305,28.0 ounce
30306,2.55 inch
30307,101.0 centimetre
30308,17.5 millimetre
30309,87.8 millimetre
30310,13.4 inch
30311,8.6 inch
30312,26.0 centimetre
30313,24.0 inch
30314,57.0 centimetre
30315,70.0 centimetre
30316,45.0 centimetre
30317,4.7 inch
30318,3.15 inch
30319,4.7 inch
30320,18.0 centimetre
30321,115.0 centimetre
30322,115.0 centimetre
30323,14.7 inch
30324,12.76 inch
30325,340.0 gram
30326,50.0 millimetre
30327,3.3 pound
30328,5.1 inch
30329,7.5 centimetre
30330,10.5 centimetre
30331,58.0 centimetre
30332,100.0 centimetre
30333,150.0 centimetre
30334,80.0 centimetre
30335,13.0 centimetre
30336,13.0 centimetre
30337,3.9 inch
30338,16.9 fluid ounce
30339,24.0 centimetre
30340,18.0 centimetre
30341,4.5 volt
30342,15.0 centimetre
30343,340.0 gram
30344,10.0 centimetre
30345,5.0 centimetre
30346,60.0 centimetre
30347,60.0 centimetre
30348,3.8 volt
30349,1.2 inch
30350,22.0 centimetre
30351,74.0 millimetre
30352,11.0 inch
30353,11.0 inch
30354,27.9 centimetre
30355,160.0 millimetre
30356,5.0 volt
30357,2.0 kilogram
30358,4.5 inch
30359,4.5 inch
30360,15.0 centimetre
30361,6.6 centimetre
30362,2.75 inch
30363,6.1 inch
30364,6.1 inch
30365,26.0 centimetre
30366,6.25 inch
30367,6.25 inch
30368,38.0 millimetre
30369,21.0 millimetre
30370,12.2 inch
30371,15.35 inch
30372,13.0 centimetre
30373,13.0 centimetre
30374,13.0 centimetre
30375,9.0 centimetre
30376,7.1 inch
30377,8.27 inch
30378,8.27 inch
30379,13.3 inch
30380,47.2 inch
30381,160.0 millimetre
30382,7.8 inch
30383,5.9 inch
30384,6.1 inch
30385,238.0 centimetre
30386,60.0 pound
30387,60.5 centimetre
30388,40.0 centimetre
30389,378.0 kilogram
30390,4.0 fluid ounce
30391,8.0 inch
30392,12.2 inch
30393,28.0 gram
30394,3.86 inch
30395,3.58 inch
30396,8.2 inch
30397,13.7 inch
30398,24.0 fluid ounce
30399,2.16 inch
30400,60.0 centimetre
30401,5.1 inch
30402,3.0 inch
30403,60.0 centimetre
30404,60.0 millimetre
30405,60.0 millimetre
30406,60.0 millimetre
30407,3.9 inch
30408,6.6 inch
30409,12.3 centimetre
30410,78.0 millimetre
30411,78.0 millimetre
30412,224.0 gram
30413,12.0 fluid ounce
30414,114.0 centimetre
30415,9.7 centimetre
30416,60.0 centimetre
30417,14.5 centimetre
30418,5.0 inch
30419,3.9 centimetre
30420,28.4 centimetre
30421,7.2 centimetre
30422,31.5 centimetre
30423,"[50.0, 75.0] pound"
30424,450.0 watt
30425,12.0 volt
30426,450.0 gram
30427,11.0 pound
30428,11.0 pound
30429,2.0 inch
30430,26.75 inch
30431,14.7 inch
30432,19.4 inch
30433,120.0 centimetre
30434,120.0 centimetre
30435,300.0 pound
30436,10.6 inch
30437,9.3 centimetre
30438,9.3 centimetre
30439,17.0 centimetre
30440,5.5 inch
30441,14.0 centimetre
30442,25.0 centimetre
30443,2.2 pound
30444,100.0 centimetre
30445,100.0 centimetre
30446,100.0 centimetre
30447,2.5 centimetre
30448,17.6 centimetre
30449,17.6 centimetre
30450,264.0 pound
30451,77.0 millimetre
30452,33.0 millimetre
30453,48.0 volt
30454,29.0 centimetre
30455,16.0 centimetre
30456,5.8 centimetre
30457,70.0 millimetre
30458,70.0 millimetre
30459,70.0 millimetre
30460,11.0 centimetre
30461,9.5 centimetre
30462,27.5 inch
30463,36.5 inch
30464,4.0 inch
30465,14.0 inch
30466,14.0 inch
30467,14.0 inch
30468,3.25 inch
30469,20.7 centimetre
30470,50.0 centimetre
30471,24.0 inch
30472,136.0 centimetre
30473,49.0 millimetre
30474,100.0 gram
30475,90.0 centimetre
30476,3.6 volt
30477,1288.0 gram
30478,12.3 centimetre
30479,12.3 centimetre
30480,12.0 centimetre
30481,14.0 centimetre
30482,21.0 centimetre
30483,"[3.0, 24.0] ton"
30484,250.0 gram
30485,250.0 watt
30486,21.0 millimetre
30487,18.0 centimetre
30488,18.0 centimetre
30489,18.0 centimetre
30490,78.9 inch
30491,110.0 volt
30492,110.0 volt
30493,110.0 volt
30494,10.8 watt
30495,200.0 watt
30496,200.0 volt
30497,78.0 centimetre
30498,7.8 centimetre
30499,78.0 centimetre
30500,3.5 inch
30501,1600.0 millimetre
30502,420.0 millimetre
30503,10.0 centimetre
30504,42.0 centimetre
30505,30.0 centimetre
30506,20.0 centimetre
30507,9.0 centimetre
30508,9.9 centimetre
30509,16.0 centimetre
30510,17.0 centimetre
30511,16.0 centimetre
30512,115.0 centimetre
30513,35.0 centimetre
30514,50.0 centimetre
30515,3.0 pound
30516,170.0 gram
30517,9.37 inch
30518,9.37 inch
30519,4.94 inch
30520,9.0 inch
30521,95.0 centimetre
30522,15.2 centimetre
30523,10.2 centimetre
30524,7.0 centimetre
30525,7.0 centimetre
30526,7.0 centimetre
30527,72.0 inch
30528,12.0 inch
30529,40.0 millimetre
30530,91.0 millimetre
30531,18.5 centimetre
30532,15.0 centimetre
30533,1500.0 watt
30534,230.0 volt
30535,2.0 ton
30536,47.0 centimetre
30537,3.4 inch
30538,3.4 inch
30539,120.0 volt
30540,12.0 kilowatt
30541,1800.0 volt
30542,98.0 pound
30543,98.0 pound
30544,81.6 centimetre
30545,40.0 centimetre
30546,144.0 millimetre
30547,162.0 millimetre
30548,33.0 centimetre
30549,33.0 centimetre
30550,33.0 centimetre
30551,11.2 centimetre
30552,22.5 centimetre
30553,94.0 millimetre
30554,94.0 millimetre
30555,61.0 centimetre
30556,113.0 centimetre
30557,5 gram
30558,220.0 millimetre
30559,125.0 gram
30560,80.0 centimetre
30561,120.0 volt
30562,1800.0 watt
30563,105.0 millimetre
30564,105.0 millimetre
30565,85.0 centimetre
30566,60.0 centimetre
30567,"[5.5, 11.5] kilogram"
30568,25.0 centimetre
30569,32.5 centimetre
30570,32.5 centimetre
30571,80.0 millimetre
30572,17.5 centimetre
30573,17.5 centimetre
30574,55.0 gram
30575,23.0 volt
30576,23.0 watt
30577,5.9 inch
30578,4.7 inch
30579,3.228 inch
30580,120.0 volt
30581,36.0 watt
30582,100.0 gram
30583,1000.0 gram
30584,1550.0 millimetre
30585,700.0 millimetre
30586,140.0 gram
30587,8.0 centimetre
30588,5.8 centimetre
30589,7.2 inch
30590,7.2 inch
30591,102.3 inch
30592,12.0 fluid ounce
30593,0.0 gram
30594,11.0 inch
30595,20.8 centimetre
30596,170.0 millimetre
30597,7.5 kilogram
30598,1080.0 gram
30599,466.0 gram
30600,5.12 inch
30601,4.72 inch
30602,1200.0 watt
30603,1200.0 gram
