index,prediction
106051,500.0 millimetre
106052,1.9 inch
106053,12.9 inch
106054,12.9 inch
106055,14.5 centimetre
106056,10.8 centimetre
106057,6.0 centimetre
106058,91.0 centimetre
106059,5.0 centimetre
106060,5.0 centimetre
106061,7.0 centimetre
106062,11.0 centimetre
106063,11.0 centimetre
106064,5.0 gram
106065,5.0 volt
106066,13.4 inch
106067,6.5 inch
106068,104.0 centimetre
106069,9.0 inch
106070,37.0 centimetre
106071,37.0 centimetre
106072,37.0 centimetre
106073,9.0 centimetre
106074,55.91 inch
106075,27.0 centimetre
106076,10.0 gram
106077,50.5 centimetre
106078,17.5 centimetre
106079,30.5 centimetre
106080,31.2 centimetre
106081,24.0 centimetre
106082,24.0 centimetre
106083,5.5 centimetre
106084,36.0 inch
106085,26.0 centimetre
106086,22.5 centimetre
106087,180.0 gram
106088,15.0 centimetre
106089,43.0 centimetre
106090,43.0 centimetre
106091,41.75 inch
106092,12.2 inch
106093,12.2 inch
106094,30.0 millilitre
106095,1.0 gram
106096,72.0 centimetre
106097,33.0 inch
106098,18.0 centimetre
106099,22.0 centimetre
106100,11.0 centimetre
106101,3.5 inch
106102,37.0 millimetre
106103,45.5 centimetre
106104,3.9 inch
106105,4.8 inch
106106,4.8 inch
106107,29.3 centimetre
106108,29.3 centimetre
106109,26.0 centimetre
106110,120.0 millimetre
106111,42.0 centimetre
106112,42.0 centimetre
106113,53.0 centimetre
106114,31.5 inch
106115,4.0 inch
106116,4.0 inch
106117,6.6 inch
106118,620.0 millimetre
106119,14.0 inch
106120,14.0 inch
106121,14.0 inch
106122,8.5 inch
106123,11.5 inch
106124,50.0 centimetre
106125,28.0 millimetre
106126,28.0 millimetre
106127,28.0 millimetre
106128,1.0 centimetre
106129,1.0 centimetre
106130,1.0 centimetre
106131,34.0 inch
106132,35.0 centimetre
106133,45.0 centimetre
106134,131.65 inch
106135,24.0 centimetre
106136,2.2 centimetre
106137,8.0 centimetre
106138,21.8 centimetre
106139,9.5 centimetre
106140,97.0 centimetre
106141,97.0 centimetre
106142,97.0 centimetre
106143,40.0 inch
106144,30.0 millimetre
106145,1.49 inch
106146,40.0 millimetre
106147,35.0 millimetre
106148,11.0 centimetre
106149,10.5 centimetre
106150,7.0 centimetre
106151,4.7 inch
106152,4.7 inch
106153,6.3 inch
106154,10.5 inch
106155,14.0 inch
106156,9.4 inch
106157,4.1 inch
106158,7.8 inch
106159,2.5 inch
106160,16.0 millimetre
106161,16.0 millimetre
106162,40.94 inch
106163,22.44 inch
106164,30.0 inch
106165,140.0 centimetre
106166,140.0 centimetre
106167,78.3 inch
106168,45.0 centimetre
106169,45.0 centimetre
106170,45.0 centimetre
106171,5.5 inch
106172,18.0 inch
106173,14.4 centimetre
106174,2.9 centimetre
106175,19.0 inch
106176,88.0 centimetre
106177,8.5 inch
106178,77.0 millimetre
106179,3.3 millimetre
106180,77.0 millimetre
106181,2.3 inch
106182,28.3 inch
106183,28.3 inch
106184,45.0 centimetre
106185,80.0 centimetre
106186,115.0 inch
106187,178.0 millimetre
106188,127.0 millimetre
106189,178.0 millimetre
106190,6.0 inch
106191,15.0 inch
106192,70.0 centimetre
106193,20.0 inch
106194,24.0 inch
106195,16.5 centimetre
106196,75.6 centimetre
106197,75.6 centimetre
106198,75.6 centimetre
106199,97.0 millimetre
106200,65.0 centimetre
106201,18.0 inch
106202,6.0 inch
106203,9.0 inch
106204,6.3 centimetre
106205,35.0 inch
106206,35.0 inch
106207,2.5 inch
106208,150.0 centimetre
106209,840.0 millimetre
106210,5.1 inch
106211,70.0 centimetre
106212,118.0 centimetre
106213,118.0 centimetre
106214,16.5 centimetre
106215,7.0 centimetre
106216,6.5 centimetre
106217,6.5 centimetre
106218,7.0 centimetre
106219,9.0 centimetre
106220,13.0 inch
106221,11.5 inch
106222,12.3 inch
106223,17.0 centimetre
106224,17.0 centimetre
106225,33.0 centimetre
106226,29.0 inch
106227,31.0 inch
106228,1.37 inch
106229,1.57 inch
106230,1.57 inch
106231,45.0 centimetre
106232,65.0 centimetre
106233,45.0 centimetre
106234,20.0 kilogram
106235,10.0 inch
106236,10.0 inch
106237,18.9 inch
106238,20.0 inch
106239,148.0 millimetre
106240,12.0 gram
106241,11.0 centimetre
106242,26.0 inch
106243,46.0 inch
106244,30.0 centimetre
106245,16.0 centimetre
106246,40.0 inch
106247,43.0 centimetre
106248,7.0 kilogram
106249,190.0 millimetre
106250,43.0 inch
106251,32.0 inch
106252,24.0 centimetre
106253,35.0 centimetre
106254,35.0 centimetre
106255,29.0 inch
106256,35.0 centimetre
106257,35.0 centimetre
106258,9.8 inch
106259,3.0 inch
106260,1.0 watt
106261,1.0 gram
106262,1.5 gram
106263,7.1 inch
106264,4.8 inch
106265,18.0 gram
106266,5.2 centimetre
106267,42.5 centimetre
106268,9.0 centimetre
106269,13.5 centimetre
106270,145.0 centimetre
106271,4.3 inch
106272,4.3 inch
106273,4.3 inch
106274,105.0 gram
106275,20.0 inch
106276,20.0 inch
106277,5.8 inch
106278,11.7 inch
106279,5000.0 gram
106280,12.0 inch
106281,16.0 inch
106282,94.0 centimetre
106283,106.0 centimetre
106284,12.0 centimetre
106285,6.0 centimetre
106286,25.25 inch
106287,17.25 inch
106288,3.0 inch
106289,17.0 centimetre
106290,17.0 centimetre
106291,17.0 centimetre
106292,5.9 inch
106293,7.2 inch
106294,16.9 inch
106295,16.9 inch
106296,2.48 inch
106297,130.0 millimetre
106298,250.0 kilogram
106299,250 kilogram
106300,1.02 pound
106301,133.8 millimetre
106302,21.0 millimetre
106303,13.0 inch
106304,13.0 inch
106305,215.0 millimetre
106306,15.0 inch
106307,65.0 inch
106308,8.3 inch
106309,38.0 centimetre
106310,240.0 millimetre
106311,5.0 gram
