index,prediction
35351,9.4 inch
35352,9.4 inch
35353,260.0 millimetre
35354,9.0 centimetre
35355,40.0 millimetre
35356,40.0 millimetre
35357,3.2 centimetre
35358,45.0 millimetre
35359,45.0 millimetre
35360,68.6 centimetre
35361,50.8 centimetre
35362,1286.0 gram
35363,6.0 inch
35364,8.5 centimetre
35365,1.0 gram
35366,5.0 centimetre
35367,5.0 centimetre
35368,1.57 inch
35369,12.0 inch
35370,13.0 centimetre
35371,6.0 inch
35372,513.0 millimetre
35373,457.0 millimetre
35374,225.0 millimetre
35375,225.0 millimetre
35376,8.3 centimetre
35377,70.0 centimetre
35378,7.0 inch
35379,5.0 centimetre
35380,5.0 centimetre
35381,12.0 centimetre
35382,118.0 centimetre
35383,23.0 centimetre
35384,23.0 centimetre
35385,23.0 centimetre
35386,56.0 centimetre
35387,138.0 millimetre
35388,35.0 millimetre
35389,138.0 millimetre
35390,6.5 inch
35391,10.3 inch
35392,33.0 centimetre
35393,45.0 centimetre
35394,10.0 gram
35395,700.0 pound
35396,15.0 centimetre
35397,103.5 centimetre
35398,1500.0 watt
35399,"[180.0, 400.0] volt"
35400,130.0 centimetre
35401,130.0 centimetre
35402,80.0 centimetre
35403,7.0 centimetre
35404,32.0 centimetre
35405,70.0 millimetre
35406,16.0 centimetre
35407,8.6 inch
35408,60.0 centimetre
35409,11.5 centimetre
35410,3.5 centimetre
35411,11.3 centimetre
35412,320.0 kilogram
35413,1.259 inch
35414,1.259 inch
35415,6.0 inch
35416,11.0 inch
35417,131.0 millimetre
35418,131.0 millimetre
35419,31.0 millimetre
35420,114.0 millimetre
35421,16.0 fluid ounce
35422,8.0 inch
35423,30.0 centimetre
35424,120.0 centimetre
35425,32.0 centimetre
35426,32.0 centimetre
35427,13.0 millimetre
35428,52.7 inch
35429,10.7 centimetre
35430,18.0 centimetre
35431,18.0 centimetre
35432,18.0 centimetre
35433,3.0 ounce
35434,17.0 centimetre
35435,13.0 inch
35436,22.0 inch
35437,32.3 inch
35438,20.0 centimetre
35439,12.0 centimetre
