index,prediction
80801,80.0 centimetre
80802,200.0 gram
80803,1.0 ton
80804,1.0 ton
80805,15.2 centimetre
80806,18.0 inch
80807,19.5 centimetre
80808,19.5 centimetre
80809,46.0 centimetre
80810,5.5 centimetre
80811,5.5 centimetre
80812,8.3 inch
80813,3.5 inch
80814,10.0 centimetre
80815,3.9 inch
80816,145.0 millimetre
80817,55.0 millimetre
80818,14.5 centimetre
80819,43.0 millimetre
80820,50.65 millimetre
80821,4.5 centimetre
80822,4.5 centimetre
80823,100.0 centimetre
80824,20.0 watt
80825,5.5 centimetre
80826,5.5 centimetre
80827,5.2 centimetre
80828,29.0 inch
80829,6.2 inch
80830,80.0 millimetre
80831,7.5 inch
80832,31.0 inch
80833,31.0 inch
80834,31.0 inch
80835,2.0 inch
80836,24.0 inch
80837,19.0 inch
80838,19.0 centimetre
80839,11.5 inch
80840,100.0 centimetre
80841,50.0 centimetre
80842,50.0 millimetre
80843,11.8 inch
80844,150.0 centimetre
80845,17.72 inch
80846,3.0 inch
80847,3.0 inch
80848,14.0 inch
80849,12.0 inch
80850,12.0 inch
80851,18.5 inch
80852,13.0 centimetre
80853,13.0 centimetre
80854,11.28 centimetre
80855,1.0 inch
80856,25.0 inch
80857,1.0 inch
80858,8.33 inch
80859,6.28 inch
80860,40.0 inch
80861,4.0 inch
80862,40.0 inch
80863,9.0 centimetre
80864,9.0 centimetre
80865,9.0 centimetre
80866,9.2 inch
80867,101.0 millimetre
80868,101.0 millimetre
80869,2.0 pound
80870,14.5 inch
80871,27.5 centimetre
80872,13.0 centimetre
80873,5.5 inch
80874,5.1 inch
80875,85.5 centimetre
80876,6.7 inch
80877,11.0 inch
80878,20.0 centimetre
80879,30.0 centimetre
80880,68.0 centimetre
80881,68.0 centimetre
80882,68.0 centimetre
80883,32.0 centimetre
80884,10.0 centimetre
80885,310.0 centimetre
80886,220.0 centimetre
80887,32.0 centimetre
80888,50.0 centimetre
80889,180.0 millimetre
80890,5.0 inch
80891,5.0 inch
80892,18.8 centimetre
80893,12.1 centimetre
80894,14.0 centimetre
80895,297.0 millimetre
80896,72.0 inch
80897,23.0 inch
80898,30.0 centimetre
80899,30.0 centimetre
80900,18.0 centimetre
80901,18.0 centimetre
80902,11.8 inch
80903,7.08 inch
80904,28.6 inch
80905,14.0 centimetre
80906,14.0 centimetre
80907,19.0 centimetre
80908,7.5 centimetre
80909,60.0 inch
80910,17.5 centimetre
80911,13.5 centimetre
80912,50.0 pound
80913,10.0 inch
80914,72.0 inch
80915,72.0 inch
80916,39.5 inch
80917,6.5 centimetre
80918,6.5 centimetre
80919,6.5 centimetre
80920,150.0 kilogram
80921,150 kilogram
80922,4.5 inch
80923,4.5 inch
80924,7.0 inch
80925,7.0 inch
80926,1100.0 centimetre
80927,12.0 inch
80928,5.7 inch
80929,25.5 centimetre
80930,8.0 centimetre
80931,8.0 centimetre
80932,73.4 millimetre
80933,9.0 inch
80934,13.0 inch
80935,7.0 centimetre
80936,270.0 millimetre
80937,0.78 inch
80938,56.0 millimetre
80939,56.0 millimetre
80940,28.5 centimetre
80941,21.7 gram
80942,37.0 centimetre
80943,12.0 inch
80944,45.0 inch
80945,22.5 centimetre
80946,22.5 centimetre
80947,7.5 centimetre
80948,125.0 gram
80949,8.0 fluid ounce
80950,9.875 inch
80951,9.875 inch
80952,31.5 centimetre
80953,38.5 centimetre
80954,290.0 millimetre
80955,26.5 inch
80956,11.0 centimetre
80957,10.0 centimetre
80958,70.0 centimetre
80959,18.7 centimetre
80960,18.7 centimetre
80961,4.6 centimetre
80962,6.6 centimetre
80963,400.0 millimetre
80964,40.0 millimetre
80965,12.5 millimetre
80966,85.0 centimetre
80967,85.0 centimetre
80968,42.0 inch
80969,44.0 centimetre
80970,18.0 inch
80971,18.0 inch
80972,1125.0 inch
80973,2.44 inch
80974,50.0 inch
80975,9.0 inch
80976,97.0 centimetre
80977,6.0 inch
80978,12.0 inch
80979,18.0 centimetre
80980,20.0 inch
80981,42.0 inch
80982,43.0 centimetre
80983,62.0 inch
80984,31.5 inch
80985,23.0 inch
80986,65.0 centimetre
80987,65.0 centimetre
80988,18.5 inch
80989,23.6 inch
80990,7.0 inch
80991,7.0 centimetre
80992,10.0 inch
80993,7.5 inch
80994,12.8 inch
80995,32.3 inch
80996,820.0 millimetre
80997,32.3 inch
80998,42.0 centimetre
80999,42.0 centimetre
81000,18.0 inch
81001,18.0 inch
81002,13.5 centimetre
81003,13.5 centimetre
81004,31.0 centimetre
81005,152.0 centimetre
81006,41.0 inch
81007,23.8 centimetre
81008,19.0 inch
81009,12.7 millimetre
81010,15.75 inch
81011,11.81 inch
81012,9.0 millimetre
81013,2.5 inch
81014,48.0 inch
81015,33.0 centimetre
81016,7.4 inch
81017,8.8 inch
81018,6.3 inch
81019,93.0 centimetre
81020,25.0 inch
81021,5.1 inch
81022,4.3 centimetre
81023,10.0 inch
81024,10.0 inch
81025,1035.0 millimetre
81026,5.1 inch
81027,7.3 inch
81028,48.5 centimetre
81029,27.1 centimetre
81030,22.0 centimetre
81031,22.0 centimetre
81032,150.0 millimetre
81033,150.0 millimetre
81034,260 pound
81035,4.65 inch
81036,33.0 centimetre
81037,19.5 centimetre
81038,8.0 centimetre
81039,5.0 gram
81040,4.33 inch
81041,4.33 inch
81042,1.0 gram
81043,20.0 centimetre
81044,22.0 centimetre
81045,22.0 centimetre
81046,8.18 inch
81047,3.5 inch
81048,14.0 inch
81049,11.4 centimetre
81050,230.0 gram
81051,28.0 centimetre
81052,3.0 inch
81053,8.7 inch
81054,6.7 inch
81055,6.7 inch
81056,65.0 millimetre
81057,1254.9 millimetre
81058,826.0 millimetre
81059,16.0 inch
81060,16.0 inch
81061,16.0 inch
81062,8.4 centimetre
81063,8.26 inch
81064,44.0 centimetre
81065,44.0 centimetre
81066,126.0 millimetre
81067,7.28 inch
81068,60.8 centimetre
81069,60.8 centimetre
81070,196.0 gram
81071,165.0 centimetre
81072,2.834 inch
81073,24.0 inch
81074,36.0 inch
81075,21.5 centimetre
81076,21.5 centimetre
81077,21.5 centimetre
81078,56.0 centimetre
81079,430.0 millimetre
81080,300.0 millimetre
81081,30.0 centimetre
81082,30.0 centimetre
81083,10.5 centimetre
81084,10.5 centimetre
81085,10.5 centimetre
81086,21.0 centimetre
81087,29.7 centimetre
81088,19.0 centimetre
81089,16.5 centimetre
81090,15.5 centimetre
81091,9.5 centimetre
81092,0.98 inch
81093,0.98 inch
81094,18.0 centimetre
81095,2.64 inch
81096,4.13 inch
81097,9.0 inch
81098,12.0 centimetre
81099,21.5 centimetre
81100,8.5 centimetre
81101,2.4 inch
81102,2.4 inch
81103,142.0 centimetre
81104,138.0 millimetre
81105,8.8 inch
81106,4.0 inch
81107,152.0 centimetre
81108,60.0 inch
81109,90.0 centimetre
81110,18.5 inch
81111,1.1 kilogram
81112,1.57 inch
81113,1.57 inch
81114,20.0 centimetre
81115,20.0 centimetre
81116,20.0 centimetre
81117,5.4 inch
81118,5.4 inch
81119,3.4 inch
81120,3.4 inch
81121,33.8 inch
81122,150.0 metre
81123,150.0 metre
81124,150.0 metre
81125,29.0 centimetre
81126,190.0 millimetre
81127,130.0 millimetre
