index,prediction
95951,4.0 inch
95952,40.0 inch
95953,50.0 centimetre
95954,50.0 centimetre
95955,9.14 centimetre
95956,10.5 centimetre
95957,57.4 inch
95958,1.5 inch
95959,1.5 inch
95960,63.0 inch
95961,63.0 inch
95962,17.0 centimetre
95963,8.6 inch
95964,86.0 inch
95965,86.0 inch
95966,5.0 inch
95967,5.0 inch
95968,5.0 inch
95969,72.4 inch
95970,110.0 gram
95971,400.0 millimetre
95972,400.0 millimetre
95973,3.5 inch
95974,4.0 inch
95975,1.5 pound
95976,100.0 gram
95977,16.0 centimetre
95978,6.7 centimetre
95979,12.0 inch
95980,15.0 centimetre
95981,15.0 centimetre
95982,15.0 centimetre
95983,48.0 inch
95984,96.0 millimetre
95985,8.7 centimetre
95986,70.0 millimetre
95987,70.0 millimetre
95988,8.5 centimetre
95989,8.5 centimetre
95990,8.5 centimetre
95991,16.0 inch
95992,3.0 gram
95993,48.0 centimetre
95994,5.9 inch
95995,4.3 inch
95996,12.0 inch
95997,16.0 inch
95998,0.95 inch
95999,15.2 centimetre
96000,24.5 centimetre
96001,8.2 inch
96002,5.1 inch
96003,5.1 inch
96004,16.0 fluid ounce
96005,28.0 centimetre
96006,28.0 centimetre
96007,14.5 centimetre
96008,50 kilogram
96009,50.0 kilogram
96010,75.0 pound
96011,160.0 centimetre
96012,230.0 centimetre
96013,9.4 inch
96014,3.0 centimetre
96015,8.27 inch
96016,35.0 cubic inch
96017,149.86 centimetre
96018,8.0 inch
96019,138.0 millimetre
96020,138.0 millimetre
96021,5.7 centimetre
96022,16.0 gram
96023,14.0 centimetre
96024,1230.0 gram
96025,5.0 inch
96026,29.0 centimetre
96027,200.0 gram
96028,200.0 watt
96029,91.0 centimetre
96030,3.5 inch
96031,3.5 inch
96032,11.0 centimetre
96033,11.0 centimetre
96034,19.0 centimetre
96035,61.0 centimetre
96036,24.0 inch
96037,13.0 inch
96038,5.25 inch
96039,4.6 inch
96040,11.5 inch
96041,3.5 inch
96042,3.5 inch
96043,94.0 centimetre
96044,37.5 centimetre
96045,10.0 pound
96046,8.0 inch
96047,70.0 inch
96048,5.4 inch
96049,5.4 inch
96050,27.0 centimetre
96051,27.0 centimetre
96052,83.0 centimetre
96053,72.0 centimetre
96054,12.0 centimetre
96055,12.0 centimetre
96056,12.0 centimetre
96057,50.0 millimetre
96058,55.0 millimetre
96059,55.0 millimetre
96060,19.0 inch
96061,48.0 centimetre
96062,10.6 inch
96063,30.0 gram
96064,3.2 inch
96065,4.2 inch
96066,24.0 centimetre
96067,16.0 centimetre
96068,2.75 inch
96069,17.0 inch
96070,50.0 centimetre
96071,50.0 centimetre
96072,4.0 metre
96073,4.0 metre
96074,18.0 watt
96075,18.0 gram
96076,8.1 inch
96077,9.4 inch
96078,120.0 watt
96079,33.0 inch
96080,9.0 centimetre
96081,36.0 centimetre
96082,36.0 centimetre
96083,6.0 inch
96084,6.0 inch
96085,11.0 inch
96086,118.0 gram
96087,118.0 gram
96088,43.3 inch
96089,54.0 millimetre
96090,15.5 inch
96091,45.0 millimetre
96092,82.0 centimetre
96093,180.0 centimetre
96094,36.5 inch
96095,28.0 inch
96096,4.8 centimetre
96097,6.0 inch
96098,7.0 inch
96099,3.0 pound
96100,10.0 pound
96101,25.0 millimetre
96102,25.0 millimetre
96103,25.0 millimetre
96104,350.0 millimetre
96105,360.0 millimetre
96106,28.0 inch
96107,12.0 inch
96108,18.0 inch
96109,8.5 centimetre
96110,153.0 millimetre
96111,32.8 foot
96112,25.18 millimetre
96113,4.9 millimetre
96114,3.25 inch
96115,3.25 inch
96116,6.7 inch
96117,20.0 inch
96118,76.0 centimetre
96119,480.0 centimetre
96120,145.0 gram
96121,3.9 inch
96122,35.0 centimetre
96123,35.0 centimetre
96124,1.0 centimetre
96125,80.0 centimetre
96126,80.0 centimetre
96127,80.0 centimetre
96128,13.8 inch
96129,48.0 inch
96130,1.75 litre
96131,6.0 inch
96132,10.2 inch
96133,9.5 centimetre
96134,60.0 centimetre
96135,18.0 centimetre
96136,23.0 centimetre
96137,15.0 centimetre
96138,15.0 centimetre
96139,15.0 centimetre
96140,15.0 centimetre
96141,12.0 centimetre
96142,7.87 inch
96143,1.5 metre
96144,1.5 metre
96145,1.5 metre
96146,9.25 inch
96147,16.14 inch
96148,50.0 millimetre
96149,7.8 centimetre
96150,7.8 centimetre
96151,17.3 centimetre
96152,17.5 centimetre
96153,12.0 volt
96154,120.0 inch
96155,10.0 centimetre
96156,50.0 centimetre
96157,0.5 gram
96158,6.5 pound
96159,5.0 gram
96160,6.7 inch
96161,8.0 kilogram
96162,90.0 centimetre
96163,1.6 pound
96164,4.0 metre
96165,13.0 centimetre
96166,13.0 centimetre
96167,75.0 gram
96168,75.0 watt
96169,101.6 millimetre
96170,101.6 millimetre
96171,101.6 millimetre
96172,15.16 inch
96173,6.0 inch
96174,4.0 inch
96175,11.02 inch
96176,11.02 inch
96177,3.0 pound
96178,108.0 centimetre
96179,18.0 centimetre
96180,18.0 centimetre
96181,82.0 centimetre
96182,4.33 inch
96183,18.1 inch
96184,4.0 gram
96185,11.5 centimetre
96186,110.0 centimetre
96187,42.0 centimetre
96188,39.0 inch
96189,16.7 centimetre
96190,142.0 millimetre
96191,142.0 millimetre
96192,5.1 inch
96193,69.0 centimetre
96194,15.0 centimetre
96195,30.4 centimetre
96196,30.4 centimetre
96197,60.0 centimetre
96198,60.0 centimetre
96199,7.0 centimetre
96200,12.2 inch
96201,7.48 inch
96202,9.5 centimetre
96203,220.0 millimetre
96204,14.0 centimetre
96205,14.0 centimetre
96206,7.6 inch
96207,50.0 centimetre
96208,6.5 centimetre
96209,2.2 inch
96210,3.8 inch
96211,20.0 ton
96212,4.3 inch
96213,43.3 inch
96214,9.45 inch
96215,10.24 inch
96216,20.0 centimetre
96217,28.0 centimetre
96218,34.0 inch
96219,34.0 inch
96220,34.0 inch
96221,2.16 inch
96222,32.0 inch
96223,35.0 millimetre
96224,6.0 inch
96225,4.5 inch
96226,4.5 inch
96227,4.5 inch
96228,6.25 inch
96229,26.0 centimetre
96230,85.0 millimetre
96231,5.8 centimetre
96232,24.0 centimetre
96233,14.0 centimetre
96234,47.0 inch
96235,29.0 inch
96236,43.5 centimetre
96237,43.5 centimetre
96238,17.3 inch
96239,230.0 millimetre
96240,13.0 centimetre
96241,0.33 fluid ounce
96242,9.8 centimetre
96243,9.8 centimetre
96244,40.0 centimetre
96245,40.0 centimetre
96246,3.4 centimetre
96247,3.4 centimetre
96248,24.0 centimetre
96249,17.5 inch
96250,8.75 inch
96251,8.75 inch
96252,18.0 inch
96253,48.0 inch
96254,28.0 inch
96255,18.0 centimetre
96256,3.0 inch
96257,15.0 centimetre
96258,7.2 inch
96259,1.0 inch
96260,32.0 inch
96261,32.75 inch
96262,42.0 inch
96263,0.7 inch
96264,4.2 inch
96265,24.0 inch
96266,1.2 centimetre
96267,24.0 centimetre
96268,24.0 inch
96269,41.0 centimetre
96270,165.0 millimetre
96271,165.0 millimetre
96272,20.0 centimetre
96273,70.0 centimetre
96274,70.0 centimetre
96275,12.0 centimetre
96276,30.0 centimetre
96277,50.0 centimetre
96278,7.5 centimetre
96279,6.67 millilitre
96280,10.0 centimetre
96281,4.5 inch
96282,4.5 inch
96283,1.97 inch
96284,1.97 inch
96285,4.72 inch
96286,4.72 inch
96287,75.0 millimetre
96288,7.5 centimetre
96289,5.51 inch
96290,3.15 inch
96291,81.0 centimetre
96292,12.0 centimetre
96293,8.3 inch
96294,8.3 inch
96295,110.0 pound
96296,1.0 foot
96297,36.0 centimetre
96298,36.0 centimetre
96299,56.8 millimetre
96300,9.7 centimetre
96301,9.7 centimetre
96302,10.0 ton
96303,7.36 inch
96304,11.2 centimetre
96305,45.0 centimetre
96306,45.0 centimetre
96307,20.0 centimetre
96308,5.3 inch
96309,19.0 centimetre
96310,10.0 millimetre
96311,10.0 millimetre
96312,10.0 millimetre
96313,210.0 centimetre
96314,150.0 centimetre
96315,3.5 centimetre
96316,11.0 inch
96317,47.2 inch
96318,29.3 centimetre
96319,29.3 centimetre
96320,21.7 centimetre
96321,30.5 inch
96322,28.0 centimetre
96323,28.0 centimetre
96324,1.0 gram
96325,25.0 centimetre
96326,27.5 inch
96327,400.0 millimetre
96328,150.0 millimetre
96329,5.1 inch
96330,60.0 millimetre
96331,108.0 millimetre
96332,108.0 millimetre
96333,10.0 inch
96334,10.0 inch
96335,10.0 inch
96336,10.0 centimetre
96337,4.53 inch
96338,11.8 centimetre
96339,11.8 centimetre
96340,11.8 centimetre
96341,15.0 centimetre
96342,22.0 gram
96343,140.0 centimetre
96344,70.0 millimetre
96345,34.0 millimetre
96346,14.5 centimetre
96347,3.94 inch
96348,7.0 centimetre
96349,16.4 foot
96350,16.4 foot
96351,6.0 foot
96352,6.0 foot
96353,4.0 foot
96354,7.0 inch
96355,7.0 inch
96356,1.57 inch
96357,3.0 inch
96358,3.0 inch
96359,130.0 centimetre
96360,220.0 centimetre
96361,220.0 centimetre
96362,75.0 centimetre
96363,7.0 inch
96364,7.0 inch
96365,7.0 inch
96366,59.05 inch
96367,150.0 centimetre
96368,8.0 centimetre
96369,1.96 inch
96370,8.0 centimetre
96371,1.96 inch
96372,31.5 inch
96373,85.0 millimetre
96374,85.0 millimetre
96375,37.0 inch
96376,19.0 centimetre
96377,2.36 inch
96378,2.36 inch
96379,2.36 inch
96380,10.0 centimetre
96381,23.5 inch
96382,8.4 inch
96383,11.8 inch
96384,11.4 centimetre
96385,11.4 centimetre
96386,250.0 millimetre
96387,250.0 millimetre
96388,355.0 millilitre
96389,8.0 centimetre
96390,8.0 centimetre
96391,10.1 inch
96392,24.0 centimetre
96393,24.0 centimetre
96394,24.0 centimetre
96395,10.8 centimetre
96396,7.8 centimetre
96397,4.8 inch
96398,2.3 inch
96399,200.0 millilitre
96400,70.0 centimetre
96401,105.0 centimetre
96402,360.0 millimetre
96403,15.7 inch
96404,12.0 inch
96405,45.0 centimetre
96406,45.0 centimetre
96407,7.3 inch
96408,7.3 inch
96409,3.2 centimetre
96410,11.0 centimetre
96411,2.5 centimetre
96412,6.9 inch
96413,8.0 centimetre
96414,30.0 centimetre
96415,30.0 centimetre
96416,16.0 centimetre
96417,14.0 centimetre
96418,20.0 centimetre
96419,10.0 centimetre
96420,12.0 inch
96421,12.0 inch
96422,100.0 pound
96423,100.0 pound
96424,11.3 centimetre
96425,12.6 centimetre
96426,465.0 millimetre
96427,132.0 millimetre
96428,26.0 millimetre
96429,250.0 millimetre
96430,250.0 millimetre
96431,250.0 millimetre
96432,30.0 millimetre
96433,200.0 millimetre
96434,59.0 inch
96435,40.0 centimetre
96436,40.0 centimetre
96437,40.0 centimetre
96438,7.5 inch
96439,2.0 foot
96440,2.0 foot
96441,15.7 inch
96442,88.0 centimetre
96443,130.0 millimetre
96444,123.0 centimetre
96445,7.8 inch
96446,7.8 inch
96447,27.0 centimetre
96448,27.0 centimetre
96449,10.2 centimetre
96450,15.0 inch
96451,8.7 inch
96452,8.7 inch
96453,3.9 inch
96454,3.9 inch
96455,0.8 inch
96456,312.0 millimetre
96457,312.0 millimetre
96458,10.5 centimetre
96459,9.8 inch
96460,43.0 centimetre
96461,120.0 centimetre
96462,4.1 inch
96463,15.0 centimetre
96464,70.0 gram
96465,12.5 inch
96466,905.0 millimetre
96467,905.0 millimetre
96468,32.0 inch
96469,32.0 inch
96470,32.0 inch
96471,70.8 inch
96472,18.0 centimetre
96473,7.88 inch
96474,15.0 millimetre
96475,15.0 centimetre
96476,7.0 centimetre
96477,18.5 centimetre
96478,18.5 centimetre
96479,18.5 centimetre
96480,110.0 centimetre
96481,93.0 centimetre
96482,91.0 centimetre
96483,24.87 inch
96484,24.87 inch
96485,30.0 centimetre
96486,30.0 centimetre
96487,30.0 centimetre
96488,6.3 inch
96489,2.6 inch
96490,8.1 centimetre
96491,9.5 centimetre
96492,10.0 gram
96493,13.0 centimetre
96494,100.0 millilitre
96495,55.0 centimetre
96496,33.0 centimetre
96497,55.0 centimetre
96498,45.0 centimetre
96499,2.0 kilogram
96500,20.0 gram
96501,18.0 centimetre
96502,2.5 centimetre
