index,prediction
121201,13.9 pound
121202,13.9 pound
121203,375 pound
121204,10.0 gram
121205,9.0 gram
121206,3.0 ton
121207,256.0 gram
121208,10.0 litre
121209,250.0 pound
121210,12.0 pound
121211,12.0 pound
121212,1600.0 gram
121213,1600.0 watt
121214,1320.0 pound
121215,1 gram
121216,370.0 gram
121217,13.1 pound
121218,39.6 pound
121219,180.0 pound
121220,180.0 pound
121221,100.0 gram
121222,120.0 gram
121223,10.5 kilogram
121224,456.0 gram
121225,600.0 watt
121226,750 pound
121227,5.0 volt
121228,1080.0 gram
121229,12.0 fluid ounce
121230,110.0 gram
121231,2.0 fluid ounce
121232,20.0 ounce
121233,2.0 gram
121234,2.2 pound
121235,20.0 watt
121236,20.0 gram
121237,4.0 gram
121238,12.0 volt
121239,12.0 volt
121240,400.0 pound
121241,400.0 pound
121242,265.0 pound
121243,265.0 pound
121244,1.0 gram
121245,1.6 ounce
121246,90.0 pound
121247,90 pound
121248,8.0 gram
121249,3.96 pound
121250,20.0 gram
121251,600.0 pound
121252,600.0 gram
121253,650.0 pound
121254,32.0 gram
121255,1200.0 milligram
121256,0.3 pound
121257,1.0 watt
121258,330.0 pound
121259,330.0 pound
121260,14.23 ounce
121261,1.0 fluid ounce
121262,34.0 pound
121263,34.0 pound
121264,60.0 gram
121265,60.0 watt
121266,1.0 gram
121267,21.2 gram
121268,600.0 pound
121269,2.19 pound
121270,2068.0 gram
121271,3300.0 pound
121272,6.0 gram
121273,47.0 gram
121274,47.0 ton
121275,330.0 pound
121276,300.0 pound
121277,5.0 volt
121278,17.0 gram
121279,6000.0 pound
121280,25.0 gram
121281,16.0 fluid ounce
121282,550 pound
121283,550.0 pound
121284,48.0 gram
121285,90.0 ton
121286,100.0 gram
121287,1.2 ounce
121288,1.8 inch
121289,1.0 ton
121290,5.0 pound
121291,10.0 pound
121292,38.0 gram
121293,1.5 pound
121294,1000.0 gram
121295,165 pound
121296,5.0 volt
121297,95747.0 gram
121298,5.0 volt
121299,5.0 gram
121300,200.0 millilitre
121301,316.0 watt
121302,40.0 gram
121303,96.0 gram
121304,96.0 gram
121305,14.3 gram
121306,0.45 pound
121307,2000.0 pound
121308,100.0 watt
121309,5.0 pound
