index,prediction
45451,128.0 millimetre
45452,28.0 centimetre
45453,28.0 centimetre
45454,454.0 gram
45455,6.2 inch
45456,7.7 centimetre
45457,10.5 centimetre
45458,60.0 inch
45459,68.0 centimetre
45460,4.2 centimetre
45461,4.2 centimetre
45462,3.5 centimetre
45463,3.5 centimetre
45464,450 pound
45465,32.0 centimetre
45466,23.0 centimetre
45467,22.0 centimetre
45468,15.0 centimetre
45469,22.0 centimetre
45470,15.0 centimetre
45471,18.0 volt
45472,18.8 inch
45473,6.0 inch
45474,3.0 centimetre
45475,5.1 inch
45476,7.0 centimetre
45477,203.0 centimetre
45478,21.0 centimetre
45479,21.0 centimetre
45480,21.0 centimetre
45481,76.0 millimetre
45482,76.0 millimetre
45483,76.0 millimetre
45484,173.0 centimetre
45485,265.0 centimetre
45486,265.0 centimetre
45487,7.0 watt
45488,180.0 volt
45489,65.5 centimetre
45490,160.0 centimetre
45491,148.0 millimetre
45492,32.0 millimetre
45493,35.43 inch
45494,42.0 centimetre
45495,10.5 centimetre
45496,13.6 inch
45497,21.0 centimetre
45498,90.0 millimetre
45499,200.0 millimetre
45500,18.9 inch
45501,60.0 centimetre
45502,60.0 centimetre
45503,3107.0 gram
45504,5.0 centimetre
45505,5.0 centimetre
45506,5.0 centimetre
45507,97.0 gram
45508,119.0 centimetre
45509,5.3 inch
45510,16.0 watt
45511,14.0 volt
45512,4.2 centimetre
45513,7.6 centimetre
45514,16.0 gram
45515,1.1 watt
45516,220.0 volt
45517,10.0 gram
45518,14.8 centimetre
45519,21.0 centimetre
45520,3.7 volt
45521,5.5 inch
45522,3.0 inch
45523,5.5 inch
45524,12.0 centimetre
45525,100.0 pound
45526,29.9 inch
45527,5.9 inch
45528,15.0 inch
45529,160.0 centimetre
45530,20.0 centimetre
45531,30.0 centimetre
45532,78.18 inch
45533,2.9 inch
45534,6.0 inch
45535,7.1 inch
45536,15.7 inch
45537,100.0 gram
45538,17.0 ounce
45539,38.0 centimetre
45540,38.0 centimetre
45541,23.0 centimetre
45542,23.0 centimetre
45543,7.0 centimetre
45544,7.0 centimetre
45545,7.0 centimetre
45546,9.0 foot
45547,120.0 millimetre
45548,120.0 millimetre
45549,20.0 centimetre
45550,7.87 inch
45551,24.0 centimetre
45552,6.3 centimetre
45553,7.5 centimetre
45554,144.0 millimetre
45555,6.0 pound
45556,10.8 inch
45557,8.0 centimetre
45558,220.0 gram
45559,220.0 watt
45560,240.0 volt
45561,85.5 centimetre
45562,14.0 centimetre
45563,10.0 centimetre
45564,22.0 millimetre
45565,83.0 millimetre
45566,83.0 millimetre
45567,1400.0 volt
45568,1400.0 watt
45569,27.0 millimetre
45570,27.0 millimetre
45571,17.0 centimetre
45572,26.5 centimetre
45573,8.6 gram
45574,14.5 centimetre
45575,17.0 centimetre
45576,8.0 centimetre
45577,150.0 centimetre
45578,9.4 centimetre
45579,11.82 inch
45580,69.5 centimetre
45581,8.0 centimetre
45582,270.0 millimetre
45583,130.0 millimetre
45584,270.0 millimetre
45585,8.75 inch
45586,1.75 inch
45587,7.5 inch
45588,7.5 inch
45589,80.0 centimetre
45590,28.5 inch
45591,5.0 inch
45592,28.5 inch
45593,8.7 inch
45594,11.0 inch
45595,70.0 gram
45596,9.0 inch
45597,2.5 inch
45598,16.0 centimetre
45599,283.0 gram
45600,69.0 millimetre
45601,39.0 millimetre
45602,5.0 volt
45603,105.0 millimetre
45604,170.0 millimetre
45605,24.0 inch
45606,9.0 centimetre
45607,100.0 gram
45608,61.0 pound
45609,73.0 centimetre
45610,60.0 inch
45611,73.95 centimetre
45612,8.5 centimetre
45613,8.5 centimetre
45614,2.0 gram
45615,36.0 centimetre
45616,12.0 centimetre
45617,19.0 centimetre
45618,21.6 centimetre
45619,1000.0 horsepower
45620,5.0 volt
45621,60.0 millimetre
45622,5.0 millimetre
45623,21.0 watt
45624,21.0 volt
45625,21.0 kilogram
45626,82.0 centimetre
45627,82.0 centimetre
45628,102.4 inch
45629,18.0 centimetre
45630,25.0 centimetre
45631,7.0 centimetre
45632,50.0 centimetre
45633,120.0 millilitre
45634,3.0 volt
45635,40 gram
45636,7.1 inch
45637,71.0 inch
45638,35.5 centimetre
45639,120.0 volt
45640,80.0 millilitre
45641,70.7 inch
45642,36.0 volt
45643,36.0 volt
45644,5.1 inch
45645,100.0 pound
45646,350.0 gram
45647,17.8 centimetre
45648,6.5 centimetre
45649,410.0 centimetre
45650,410.0 centimetre
45651,110.0 pound
45652,33.0 inch
45653,75.0 centimetre
45654,75.0 centimetre
45655,14.0 centimetre
45656,82.6 inch
45657,17.0 centimetre
45658,76.0 centimetre
45659,100.0 centimetre
45660,80.0 centimetre
45661,135.0 millimetre
45662,120.0 millimetre
45663,1.38 inch
45664,1.38 inch
45665,6.3 inch
45666,6.3 inch
45667,35.0 millimetre
45668,11.0 centimetre
45669,11.0 centimetre
45670,11.0 centimetre
45671,20 gram
45672,12.0 volt
45673,17.0 watt
45674,3.5 pound
45675,42.4 centimetre
45676,45.0 centimetre
45677,4.7 inch
45678,31.73 inch
45679,88.0 inch
45680,1.0 metre
45681,100.0 centimetre
45682,2.0 metre
45683,107.0 centimetre
45684,125.0 centimetre
45685,230.0 millimetre
45686,15.7 inch
45687,3.5 centimetre
45688,4.0 inch
45689,7.25 inch
45690,100.0 gram
45691,22.0 foot
45692,30.0 volt
45693,50.0 pound
45694,60.0 pound
45695,18.0 centimetre
45696,16.5 centimetre
45697,96.0 inch
45698,155.0 centimetre
45699,2.2 centimetre
45700,17.0 centimetre
45701,35.0 millimetre
45702,72.0 inch
45703,72.0 inch
45704,11.0 centimetre
45705,11.0 centimetre
45706,6.0 centimetre
45707,46.0 centimetre
45708,30.0 centimetre
45709,3.1 inch
45710,8.6 inch
45711,8.6 inch
45712,25.0 millimetre
45713,25.0 millimetre
45714,180.0 centimetre
45715,180.0 centimetre
45716,20.0 inch
45717,38.0 inch
45718,78.0 millimetre
45719,14.5 centimetre
45720,114.0 centimetre
45721,18.0 centimetre
45722,18.0 centimetre
45723,5.9 inch
45724,2.4 inch
45725,4.2 ounce
45726,10.0 inch
45727,5.0 centimetre
45728,10.0 centimetre
45729,47.0 inch
45730,90.0 centimetre
45731,30.0 centimetre
45732,38.0 centimetre
45733,4.7 inch
45734,4.7 inch
45735,300.0 gram
45736,50.0 centimetre
45737,50.0 centimetre
45738,227.0 gram
45739,80.0 millimetre
45740,3.3 inch
45741,110.0 millimetre
45742,160.0 millimetre
45743,43.0 centimetre
45744,18.0 centimetre
45745,36.0 centimetre
45746,100.0 watt
45747,10.0 gram
45748,5.0 volt
45749,13.5 centimetre
45750,18.0 centimetre
45751,18.0 centimetre
45752,5.5 inch
45753,14.0 centimetre
45754,650.0 watt
45755,240.0 volt
45756,41.0 centimetre
45757,41.0 centimetre
45758,8.0 centimetre
45759,100.6 centimetre
45760,15.75 inch
45761,13.4 inch
45762,18.0 millimetre
45763,21.0 inch
45764,36.0 inch
45765,1.0 fluid ounce
45766,15.5 inch
45767,42.0 centimetre
45768,300 pound
45769,113.3 gram
45770,24.0 centimetre
45771,45.0 pound
45772,30.0 centimetre
45773,30.0 centimetre
45774,30.0 centimetre
45775,40.0 watt
45776,4.5 volt
45777,12.0 ton
45778,87.0 millimetre
45779,87.0 millimetre
45780,264.0 pound
45781,30.0 centimetre
45782,40.0 centimetre
45783,24.0 centimetre
45784,40.0 centimetre
45785,40.0 centimetre
45786,5.4 inch
45787,3.9 inch
45788,68.0 millimetre
45789,16.0 centimetre
45790,10.5 centimetre
45791,110.0 millimetre
45792,110.0 millimetre
45793,13.0 inch
45794,40.0 gram
45795,0.42 watt
45796,2.5 volt
45797,19.0 centimetre
45798,60.0 centimetre
45799,9.3 inch
45800,9.3 inch
45801,6.3 inch
45802,9.0 centimetre
45803,6.3 inch
45804,120.0 volt
45805,200.0 watt
45806,14.5 centimetre
45807,445.0 centimetre
45808,1.9 centimetre
45809,12.0 inch
45810,110.0 millimetre
45811,2.67 inch
45812,172.0 centimetre
45813,7.0 centimetre
45814,7.0 centimetre
45815,8.0 centimetre
45816,176.0 volt
45817,400.0 watt
45818,400.0 gram
45819,11.0 centimetre
45820,11.0 centimetre
45821,11.0 centimetre
45822,88.0 horsepower
45823,5.0 volt
45824,28.2 pound
45825,28.2 pound
45826,12.5 inch
45827,40.0 centimetre
45828,1035.0 millimetre
45829,91.5 millimetre
45830,237.0 millilitre
45831,17.5 centimetre
45832,18.08 inch
45833,6500.0 horsepower
45834,12.0 volt
45835,96.0 centimetre
45836,7.2 centimetre
45837,11.5 centimetre
45838,5.4 centimetre
45839,12.0 centimetre
45840,14.96 inch
45841,14.96 inch
45842,14.96 inch
45843,40.0 centimetre
45844,20.0 centimetre
45845,15.0 centimetre
45846,15.0 centimetre
45847,6.0 centimetre
45848,6.0 centimetre
45849,100.0 centimetre
45850,180.0 centimetre
45851,5.6 millimetre
