index,prediction
20201,29.0 centimetre
20202,12.0 ounce
20203,11.8 inch
20204,0.7 watt
20205,12.0 volt
20206,28.0 centimetre
20207,80.0 inch
20208,80.0 inch
20209,23.5 centimetre
20210,23.5 centimetre
20211,102.0 centimetre
20212,8.8 centimetre
20213,80.0 centimetre
20214,80.0 centimetre
20215,"[220.0, 240.0] volt"
20216,5.0 watt
20217,5.0 gram
20218,9.5 centimetre
20219,9.5 centimetre
20220,20.8 fluid ounce
20221,250.0 centimetre
20222,12.2 inch
20223,2.8 kilogram
20224,2.8 kilogram
20225,280.0 millimetre
20226,30.0 centimetre
20227,20.0 centimetre
20228,70.0 centimetre
20229,100.0 centimetre
20230,40.0 centimetre
20231,30.0 centimetre
20232,40.0 centimetre
20233,27.0 centimetre
20234,25.5 centimetre
20235,29.5 centimetre
20236,6.5 centimetre
20237,7.5 centimetre
20238,100.0 centimetre
20239,9.0 centimetre
20240,13.3 inch
20241,7.2 metre
20242,1.3 kilogram
20243,1300.0 watt
20244,220.0 volt
20245,12.0 centimetre
20246,18.0 centimetre
20247,18.0 centimetre
20248,6.5 centimetre
20249,5.5 centimetre
20250,90.0 centimetre
20251,50.0 centimetre
20252,14.7 inch
20253,15.3 inch
20254,160.0 fluid ounce
20255,210.0 centimetre
20256,26.0 inch
20257,56.0 centimetre
20258,15.0 centimetre
20259,15.0 centimetre
20260,32.0 inch
20261,102.0 millimetre
20262,127.0 millimetre
20263,40.0 centimetre
20264,40.0 centimetre
20265,25.0 centimetre
20266,500 gram
20267,13.0 inch
20268,14.0 centimetre
20269,158.0 inch
20270,158.0 inch
20271,197.0 centimetre
20272,5.5 centimetre
20273,10.0 centimetre
20274,20.7 centimetre
20275,180.0 gram
20276,74.0 centimetre
20277,3.25 ounce
20278,12.5 centimetre
20279,7.0 centimetre
20280,8.0 centimetre
20281,5.5 centimetre
20282,3.25 inch
20283,3.5 inch
20284,1060.0 millimetre
20285,8.0 centimetre
20286,12.0 centimetre
20287,15.0 millimetre
20288,15.0 millimetre
20289,15.0 millimetre
20290,123.0 centimetre
20291,120.0 centimetre
20292,500.0 gram
20293,4.92 inch
20294,4.72 inch
20295,3.0 volt
20296,32.8 foot
20297,3.0 gram
20298,15.0 centimetre
20299,102.0 millimetre
20300,5.6 centimetre
20301,384.0 gram
20302,0.37 inch
20303,7.5 centimetre
20304,7.5 centimetre
20305,6.5 centimetre
20306,86.0 gram
20307,12.0 centimetre
20308,20.0 centimetre
20309,440.0 millimetre
20310,1220.0 millimetre
20311,440.0 millimetre
20312,60.0 centimetre
20313,142.0 millimetre
20314,20.0 centimetre
20315,39.0 centimetre
20316,22.4 inch
20317,35.0 centimetre
20318,70.0 millimetre
20319,112.0 millimetre
20320,40.0 centimetre
20321,30.0 centimetre
20322,55.5 millimetre
20323,40.0 centimetre
20324,15.7 inch
20325,11.0 centimetre
20326,11.0 centimetre
20327,30.0 centimetre
20328,11.0 centimetre
20329,11.0 centimetre
20330,10.1 inch
20331,10.1 inch
20332,10.9 watt
20333,115.0 volt
20334,10.0 gram
20335,5.4 foot
20336,5.4 foot
20337,5.4 foot
20338,1.0 litre
20339,38.0 inch
20340,100.0 millimetre
20341,24.0 centimetre
20342,24.0 centimetre
20343,24.0 centimetre
20344,115.0 centimetre
20345,115.0 centimetre
20346,6.0 centimetre
20347,10.0 gram
20348,14.0 millimetre
20349,3.9 inch
20350,150.0 kilogram
20351,4.5 centimetre
20352,4.5 centimetre
20353,4.5 centimetre
20354,15.0 centimetre
20355,43.0 centimetre
20356,39.0 centimetre
20357,33.3 inch
20358,19.1 inch
20359,9.5 centimetre
20360,9.5 centimetre
20361,120.0 centimetre
20362,20.0 centimetre
20363,22.0 centimetre
20364,35 pound
20365,5.0 volt
20366,28.6 pound
20367,18.0 centimetre
20368,10.0 centimetre
20369,24.0 inch
20370,1.2 centimetre
20371,126.0 millimetre
20372,126.0 millimetre
20373,63.5 centimetre
20374,28.3 gram
20375,50.0 centimetre
20376,35.0 centimetre
20377,39.0 centimetre
20378,39.0 centimetre
20379,39.0 centimetre
20380,7.9 inch
20381,7.9 inch
20382,15.25 centimetre
20383,400.0 watt
20384,120.0 volt
20385,8.0 centimetre
20386,900.0 watt
20387,18.6 centimetre
20388,28.0 inch
20389,65.0 millimetre
20390,30.0 millimetre
20391,30.0 millimetre
20392,500.0 centimetre
20393,500.0 centimetre
20394,10.9 centimetre
20395,10.9 centimetre
20396,10.0 centimetre
20397,20.0 centimetre
20398,0.24 pound
20399,100.0 gram
20400,3.03 inch
20401,3.03 inch
20402,100.0 gram
20403,16.0 millimetre
20404,16.0 millimetre
20405,16.0 millimetre
20406,15.75 inch
20407,25.0 centimetre
20408,25.0 centimetre
20409,120.0 metre
20410,120.0 millimetre
20411,120.0 metre
20412,19.2 centimetre
20413,120.0 centimetre
20414,7.5 centimetre
20415,21.0 centimetre
20416,8.4 inch
20417,4.9 inch
20418,3.0 metre
20419,2.5 metre
20420,11.8 inch
20421,27.0 centimetre
20422,27.0 centimetre
20423,27.0 centimetre
20424,9.0 metre
20425,9.0 metre
20426,10.5 centimetre
20427,27.5 centimetre
20428,27.5 centimetre
20429,24.0 fluid ounce
20430,18.0 centimetre
20431,18.0 centimetre
20432,15.5 centimetre
20433,15.5 centimetre
20434,3.3 pound
20435,55.0 centimetre
20436,6.0 centimetre
20437,6.0 centimetre
20438,5.6 centimetre
20439,47.0 inch
20440,3.0 gram
20441,21.0 centimetre
20442,32.0 centimetre
20443,33.0 centimetre
20444,6.8 inch
20445,6.8 inch
20446,4.2 inch
20447,16.5 inch
20448,11.8 inch
20449,16.5 inch
20450,100.0 centimetre
20451,1.1 inch
20452,7.0 inch
20453,11.0 inch
20454,32.0 inch
20455,35.0 pound
20456,210.0 centimetre
20457,210.0 centimetre
20458,5.1 inch
20459,5.1 inch
20460,4.5 inch
20461,83.46 inch
20462,5.9 inch
20463,54.0 centimetre
20464,"[12.0, 24.0] volt"
20465,120.0 watt
20466,220.0 centimetre
20467,220.0 centimetre
20468,8.6 inch
20469,4.9 inch
20470,11.0 centimetre
20471,17.0 centimetre
20472,179.0 centimetre
20473,500.0 gram
20474,5.0 volt
20475,500.0 watt
20476,80.0 millimetre
20477,80.0 millimetre
20478,12.0 centimetre
20479,12.0 centimetre
20480,11.3 gram
20481,10.8 centimetre
20482,147.2 millilitre
20483,1.78 inch
20484,7.86 inch
20485,175.0 centimetre
20486,18.5 centimetre
20487,8.6 inch
20488,6.1 inch
20489,3.9 inch
20490,435.0 gram
20491,36.0 inch
20492,19.0 centimetre
20493,1.9 centimetre
20494,30.0 centimetre
20495,50.0 centimetre
20496,40.0 centimetre
20497,120.0 millimetre
20498,5.1 inch
20499,3.9 inch
20500,12.0 horsepower
20501,12.0 volt
20502,110 pound
20503,10.0 centimetre
20504,13.5 centimetre
20505,78.4 centimetre
20506,21.0 centimetre
