index,prediction
111101,230.0 gram
111102,150.0 kilogram
111103,150 kilogram
111104,82.0 gram
111105,1.25 kilogram
111106,1.25 kilogram
111107,5.0 gram
111108,3.3 pound
111109,5.0 gram
111110,400.0 gram
111111,5.0 gram
111112,52.0 gram
111113,50.0 pound
111114,250.0 gram
111115,0.0 watt
111116,190.0 gram
111117,169.0 watt
111118,10.0 pound
111119,453.0 gram
111120,10.0 pound
111121,5.0 gram
111122,4.0 pound
111123,240.0 gram
111124,750.0 gram
111125,750.0 watt
111126,1.0 pound
111127,7.0 pound
111128,85.0 gram
111129,85.0 watt
111130,13.0 kilowatt hour
111131,120.0 volt
111132,10.0 gram
111133,1.2 volt
111134,1.0 watt
111135,1.0 milligram
111136,1.0 ton
111137,32.0 fluid ounce
111138,11.0 litre
111139,65.0 gram
111140,368.0 gram
111141,368.0 gram
111142,40.0 fluid ounce
111143,5.0 ton
111144,127.0 gram
111145,18.0 watt
111146,18.0 gram
111147,9.9 ounce
111148,11.7 kilogram
111149,3100.0 watt
111150,0.5 kilogram
111151,8.1 gram
111152,5.0 volt
111153,200.0 gram
111154,5.0 volt
111155,50.0 volt
111156,16.6 ounce
111157,200.0 millilitre
111158,500 pound
111159,200.0 kilogram
111160,200 kilogram
111161,5.0 gram
111162,5.0 watt
111163,2370.0 millilitre
111164,12.0 pound
111165,12.0 pound
111166,750.0 millilitre
111167,40.0 pound
111168,10.0 pound
111169,27.8 ounce
111170,6.6 ounce
111171,680.0 gram
111172,160.0 gram
111173,287.0 gram
111174,2.4 pound
111175,480.0 milligram
111176,1.2 kilogram
111177,1.2 kilogram
111178,5.0 volt
111179,0.6 pound
111180,0.6 gram
111181,256.0 gram
111182,110.0 pound
111183,320.0 gram
111184,3.0 watt
111185,3.0 pound
111186,128.0 gram
111187,44.0 pound
111188,44.0 pound
111189,6.7 gram
111190,18.0 gram
111191,65.0 watt
111192,65.0 gram
111193,3.6 gram
111194,300 kilogram
111195,300.0 kilogram
111196,500.0 watt
111197,500.0 gram
111198,11.8 gram
111199,470.0 watt
111200,120.0 volt
111201,5.0 milligram
111202,790.0 gram
111203,128.0 fluid ounce
111204,5.0 volt
111205,1500.0 horsepower
111206,142.0 gram
111207,187.0 gram
111208,100.0 watt
111209,1000.0 gram
111210,1000.0 watt
111211,5.0 gram
111212,5.0 ton
111213,10.0 pound
111214,269.0 gram
111215,269.0 gram
111216,16.0 pound
111217,35.0 pound
111218,2 kilogram
111219,2.0 kilogram
111220,3.6 pound
111221,5.0 ton
111222,500.0 gram
111223,12.23 pound
111224,120.0 volt
111225,120.0 volt
111226,3.3 foot
111227,37.0 gram
111228,2.0 fluid ounce
111229,25.0 pound
111230,50.0 gram
111231,25.0 watt
111232,150.0 gram
111233,12.0 volt
111234,4200.0 horsepower
111235,750.0 millilitre
111236,1.0 volt
111237,230.0 gram
111238,650.0 watt
111239,2.0 pound
111240,5.0 volt
111241,2.0 gram
111242,7.2 pound
111243,50.0 pound
111244,10.0 watt
111245,85.0 watt
111246,115.0 volt
111247,236.0 millilitre
111248,60.0 watt
111249,60.0 gram
111250,9.0 gram
111251,30.0 gram
111252,2.0 kilogram
111253,4.4 pound
111254,0.7 watt
111255,12.0 volt
111256,44.0 gram
111257,15.0 gram
111258,25.0 gram
111259,100 kilogram
111260,100.0 kilogram
111261,73 kilogram
111262,73.0 kilogram
111263,65.0 gram
111264,38.0 ton
111265,135.0 gram
111266,2.0 ton
111267,5.0 fluid ounce
111268,0.15 pound
111269,6.0 pound
111270,6.0 pound
111271,4.5 kilogram
111272,1.0 gram
111273,9.0 ton
111274,550 pound
111275,283.0 gram
111276,540.0 gram
