index,prediction
55551,34.65 inch
55552,8.2 inch
55553,4.7 inch
55554,21.5 centimetre
55555,10.0 centimetre
55556,47.0 centimetre
55557,27.5 millimetre
55558,227.0 gram
55559,1.3 pound
55560,240.0 millimetre
55561,240.0 millimetre
55562,92.0 millimetre
55563,2.4 inch
55564,7.79 inch
55565,7.05 inch
55566,16.99 pound
55567,6.1 inch
55568,7.5 inch
55569,45 pound
55570,176.0 gram
55571,6341.0 watt
55572,120.0 volt
55573,47.0 inch
55574,34.0 centimetre
55575,58.0 inch
55576,71.0 centimetre
55577,39.5 centimetre
55578,20.0 volt
55579,26.0 millimetre
55580,9.5 centimetre
55581,40.0 centimetre
55582,950.0 millimetre
55583,210.0 millimetre
55584,118.0 millimetre
55585,9.6 centimetre
55586,22.0 centimetre
55587,6.2 centimetre
55588,6.2 centimetre
55589,14.0 centimetre
55590,14.0 centimetre
55591,14.0 centimetre
55592,500.0 millimetre
55593,500.0 millimetre
55594,7.25 inch
55595,7.25 inch
55596,7.25 inch
55597,145.0 centimetre
55598,145.0 centimetre
55599,40.0 centimetre
55600,120.0 centimetre
55601,17.5 centimetre
55602,12.0 centimetre
55603,23.5 centimetre
55604,97.0 millimetre
55605,97.0 millimetre
55606,9.0 foot
55607,85.3 millimetre
55608,91.0 millimetre
55609,14.0 millimetre
55610,14.0 millimetre
55611,14.0 millimetre
55612,5.0 centimetre
55613,5.0 centimetre
55614,5.0 centimetre
55615,11.0 centimetre
55616,5.3 inch
55617,100.0 gram
55618,6.7 centimetre
55619,6.7 centimetre
55620,260.0 millimetre
55621,20.0 ton
55622,200.0 centimetre
55623,200.0 centimetre
55624,25.0 centimetre
55625,21.0 centimetre
55626,160.0 millimetre
55627,26.0 centimetre
55628,18.0 centimetre
55629,50.0 centimetre
55630,21.8 centimetre
55631,8.0 centimetre
55632,360.0 millimetre
55633,50.0 millimetre
55634,15.25 inch
55635,5.0 centimetre
55636,20.0 centimetre
55637,8.9 inch
55638,15.7 inch
55639,15.7 inch
55640,3.7 inch
55641,14.0 centimetre
55642,3.0 pound
55643,10.0 pound
55644,27.5 gram
55645,2.2 inch
55646,16.8 millimetre
55647,39.8 millimetre
55648,13.0 centimetre
55649,9.9 inch
55650,33.0 centimetre
55651,33.0 centimetre
55652,33.0 centimetre
55653,8.5 centimetre
55654,16.0 centimetre
55655,48.0 inch
